Token,Length
filled,6
fails,5
read,4
sub-projects,12
Supplier,8
custom,6
interesting,11
older,5
Servlets,8
apply,5
preprocess,10
//github.com/koush/ion,22
run,3
perceives,9
checkSystem.out.print,21
perspective,11
Parameter,9
Exception5,10
Inc,3
generate,8
analogy,7
wrong,5
``,2
Server,6
59,2
newbie-guide,12
OS,2
combined,8
quite,5
anywhere,8
crashed,7
obviously,9
pollution,9
hate,4
OK,2
’,1
serializers,11
effort,6
eventualities,13
privacy,7
fill,4
thousands,9
assigns,7
link,4
33,2
next,4
Of,2
criteria,8
option,6
VM,2
offer,5
Suddenly,8
supportLocation,15
sonar,5
System.out.println,18
My,2
execute,7
derive,6
deserialize,11
friends,7
GWT,3
itself,6
scope-trouble,13
double,6
sign,4
length,6
resolves,8
Recompile,9
searched,8
scriplets,9
simply,6
Create,6
non-literal,11
plain,5
benefits,8
property,8
block,5
forum,5
Thrown,6
permission,10
sort,4
account1,8
Without,7
JsonReader,10
Invariant,9
imported,8
heap,4
parent,6
choice,6
implicitly,10
sending,7
traces,6
PageInfo,8
steps,5
cafeteria.Memory,16
mode.Firstly,12
arg2.So,7
THREAD,6
firstName.equals,16
Children,8
pom,3
happened,8
soon,4
Fewer,5
IN,2
",",1
pick,4
deepest,7
variable,8
instantiation,13
solved,6
solutions,9
grid-based,10
components,10
colloquially,12
assuming,8
Box.createRigidArea,19
thus,4
extended,8
thrown1,7
System.nanoTime,15
difficult,9
attacks,7
file,4
excerpt,7
definitely,10
places,6
handler,7
risk,4
View,4
previous,8
iB,2
===============================================================================,79
terminal,8
\r\n,4
hereby,6
talks,5
built-in,8
dialog,6
8+,2
Lastly,6
bottom,6
descriptor,10
Templates,9
ready,5
serialized,10
creators,8
getNames,8
reveals,7
Hah,3
spotty,6
cat,3
Either,6
Some,4
formatting,10
version,7
distinction,11
10,2
single-threaded,15
easy,4
compare,7
simplest,8
counter,7
wherein,7
preferential,12
behaves,7
component-based,15
deeper,6
ultimately,10
turned,6
prices,6
decision,8
Going,5
pay,3
converted,9
encoded,7
pagePic,7
Buckley,7
minimal,7
unpopular,9
digits,6
referring,9
Threading,9
hehe,4
globally,8
SimplateDateFormat.parse,24
Theoretically,13
Paste,5
low,3
experienced,11
recompiling,11
vs,2
Downloadable,12
multi-dimensional,17
-verbose,8
upper,5
breaking,8
action,6
getXXX,6
literal,7
logcat.txt,10
Google,6
causes,6
pageName,8
order,5
Maxx,4
below,5
showing,7
R.,2
target,6
popup,5
Dog,3
assumption,10
joining,7
tricky,6
response,8
nextInt,7
height,6
worked,6
piece,5
fairly,6
Bar.java,8
modified,8
subtly,6
app,3
reacts,6
heck,4
sizealignment,13
arr,3
font,4
Each,4
manner,6
last,4
neat,4
passed-by-reference,19
Android-,8
future,6
R,1
Multiple-Document,17
equality/comparison,19
erroneous,9
eg,2
Note,4
Mapping,7
fetch,5
somehow,7
Presumably,10
jsonData,8
merging,7
overriding,10
runs,4
JsonPath,8
They,4
pos,3
navigate,8
abstract,8
denote,6
undergo,7
stored,6
ScanReader,10
successor,9
talking,7
PHP,3
behind-the-scenes,17
rock,4
implementations,15
nulls,5
genesis,7
doSomething,11
unsigned,8
full,4
code.This,9
possible,8
accompanying,12
Whenever,8
`,1
decoupled,9
Student,7
indexing,8
i=,2
Sets,4
extensible,10
MyObject,8
desktop,7
converting,10
Source,6
dingleberry,11
Firstly,7
decouple,8
earlier,7
SQLServerException,18
queue,5
BorderLayout.getVgap,20
checks,6
renders,7
solving,7
.Object,7
receiving,9
Ant,3
wrapper,7
http,4
Xmx,3
keywords,8
nextLine,8
total,5
public,6
new,3
capable,7
luck,4
Anyways,7
David,5
Square,6
reach,5
figuring,8
haphazard,9
under,5
Collection,10
small,5
java.util.Arrays,16
at,2
Struts,6
dereferenced,12
Servlet,7
ancillary,9
set,3
stacktraces,11
noticeable,10
Answer,6
pageInfo,8
maybe,5
requirements,12
ended,5
Properties,10
met,3
MCTaRE,6
saving,6
WEB-INF\tags,12
safely,6
techniques,10
higher,6
produced,8
space.But,9
eventually,10
n,1
alive,5
Overview,8
closing,7
finances,8
designer,8
duplicated,10
possibility,11
accessed,8
class-load,10
string-pool,11
receive,7
C/C++,5
Compared,8
diagram,7
generics,8
processResponse,15
submitted,9
nil,3
IS,2
twice,5
Class.getName,13
ton,3
criticized,10
Console,7
NullPointerException,20
Referenced,10
UIs,3
unambiguously,13
"0,0",3
discovered,10
Cause,5
Fifi,4
Which,5
differences,11
through,7
volatages,9
Summary,7
Typically,9
if/forEcah/chosen,17
instance,8
circles,7
anyone,6
§15.28,6
however,7
BorderLayout.getHgap,20
initializes,11
responding,10
down-voted,10
enrich,6
Calling,7
forever,7
com.foo.MyType,14
name.length,11
rendered,8
platform,8
upon,4
modded,6
may,3
their,5
SSCCE,5
invocations,11
Consumer,8
word,4
intent,6
saved,5
Within,6
pieces,6
long-running,12
concurrency,11
each,4
"7,8",3
jazzy,5
Pattern,7
Methods.6,9
.,1
Error,5
via,3
element,7
copied,6
permitted,9
technically,11
projects,8
Avoid,5
're,3
fixed,5
rendering,9
open-source,11
downvotes,9
age,3
acting,6
poorly,6
holding,7
secure,6
Go,2
Learn,5
conventions,11
UseEpsilonGC,12
class,5
immediately,11
Because,7
monitor,7
onClick,7
Ljava.lang.String,17
keys,4
Equals,6
example,7
looper,6
took,4
otherwise,9
stay,4
caused,6
inadvertently,13
remind.I,8
lack,4
util,4
newly,5
storage,7
Enjoy,5
signed,6
chose,5
1.x,3
potential,9
try,3
depths,6
Thompson,8
arrays,6
copy-on-write,13
rev,3
trigger,7
Trace,5
entry-level,11
tombstone,9
infinite,8
concession,10
along,5
lowercase,9
analysis,8
'user-friendly,14
/WEB-INF/,9
optionFor,9
regular,7
views,5
slower,6
recycle,7
java.lang.Boolean,17
SwingLabs,9
explained,9
appendNewObject,15
relevant,8
side,4
loosing,7
problematic,11
frequency,9
specifies,9
shared,6
putting,7
enhanced-for,12
assume,6
myarray,7
as,2
scratch,7
--,2
disadvantages,13
happens,7
leveraging,10
com.example.myproject,21
label,5
could,5
sufficient,10
Edition,7
smile,5
formally,8
j,1
compilations,12
guaranteed,10
String.equalsIgnoreCase,23
slowness,8
honor,5
buckets,7
necessary,9
identity,8
applicable,10
Maybe,5
specified,9
After,5
guessing,8
BTW,3
operates,8
Put,3
creator,7
violate,7
Alex,4
It,2
42\r\n\r\n321\r\n\r\n\r\nfoobar,31
restrictions,12
setSize,7
begins,6
safer,5
JScrollPane,11
StringBuffer,12
at-sign,7
alternative,11
parametrize,11
CLU,3
testing,7
reference,9
unsupported,11
\r,2
uncaught,8
analogous,9
causing,7
surrounding,11
7,1
—,1
refactoring,11
week,4
Scanner,7
commercial,10
junk,4
SimpleDateFormat,16
Pain,4
homoglyphs,10
NEVER,5
button,6
setting,7
independent,11
Press,5
covariance,10
64,2
redirect,8
Comparison,10
ensure,6
Commons.Lang,12
dozens,6
contents,8
…,1
intermixing,11
locations,9
multidimensional,16
upload,6
unsure,6
Civil,5
POJO,4
JSONObjects,11
4.8,3
producer-consumer,17
sql,3
mapping,7
enums,5
white,5
reassigned,10
Container,9
very,4
react,5
223rd,5
GridBagLayout,13
Oh,2
deferring,9
Compilation,11
delay,5
studio,6
makeCallParseResponse,21
casting,7
contribution,12
CR,2
Software,8
skip,4
hear,4
nextXXX,7
Same,4
liable,6
typically,9
Sample,6
snippet,7
serialization/deserialization,29
XSLT,4
drastic,7
Single,6
Should,6
escaping,8
plan,4
dereferencing,13
Well,4
typical,7
'll,3
target/classes,14
maximum,7
Generics,8
levels,6
labeled,7
//jfeatures.com/blog/NullPointerException,41
\desktop,8
Adding,6
edition,7
Jackson,7
spirit,6
uphill,6
Book.java:16,12
discussion,10
caches,6
convinced,9
Collections,11
effect,6
Otherwise,9
puts,4
non-printable,13
eligible,8
iterations,10
life,4
foreach,7
suitable,8
THE,3
Socially,8
Whatever,8
UK,2
additional,10
parameterized,13
getMinimumSize,14
overriden,9
far,3
clicked,7
firstName,9
Layer,5
highly,6
SQLite,6
hard,4
Raw-types,9
tedious,7
breakpoint,10
attach,6
multi-display,13
variables,9
mudding,7
typesafe,8
agree,5
invoked,7
t,1
world,5
technical,9
NULL,4
Like,4
Inspect,7
1-indexed,9
Json,4
representation,14
advises,7
also,4
warmup,6
cache,5
erase,5
own,3
marked,6
laid,4
manages,7
added,5
ListOfAnimal,12
needed,6
such,4
Example,7
java.version,12
Bob,3
Big-Three,9
arrangement,11
method—copies,13
a==null,7
Here,4
Name,4
wire,4
synchronization,15
java2s.tld,10
Register,8
spelling,8
binding,7
hold,4
TL,2
ran,3
cell,4
C.,2
usual,5
parsing,7
LayoutManger,12
attempts,8
AndroidManifest.xml,19
dog,3
balk,4
scope,5
unreachable,11
represented,11
protecting,10
Type,4
borders,7
rarely,6
essentially,11
=,1
Since,5
'ptr,4
System.outor,12
above,5
opposing,8
arg1,4
footprint,9
recommendations,15
fastjson,8
natural,7
JaveEE,6
dynamically,11
empty,5
range,5
GroupLayout,11
braces,6
ArithmeticException,19
Foos,4
specifying,10
sequence,8
Build,5
into,4
resistance,10
calculating,11
aesthetic,9
icon,4
2,1
WEB-INF\classes\com\java2s,26
determined,10
terms,5
container,9
presented,9
session,7
policy,6
log,3
declare,7
displaying,10
units,5
reopen,6
.BTW,4
autoboxing,10
supplier,8
opted,5
SuppressWarnings,16
harry,5
multi-threaded,14
irrelevant,10
'numberArray,12
other,5
were,4
pain,4
JSTL,4
drop-down,9
mix,3
byadding,8
looking,7
java.io,7
basically,9
massage,7
.But,4
destination,11
child.jsp,9
char,4
subclasses,10
logo,4
If,2
4,1
analyze,7
arg2,4
2f92e0f4,8
Function,8
Raw-type,8
MainActivity.java,17
faster,6
clocked,7
thinking,8
NOTES,5
Android-Studio/Gradle,21
serves,6
JMenuBar,8
optimization,12
numberArray.length-1,20
About,5
Just,4
excluding,9
student,7
solution,8
evolve,6
his/her,7
input.nextInt,13
JDialog,7
associated,10
Device,6
particular,10
SOAP,4
accident,8
there,5
logs.txt,8
E.g,3
TAL,3
Modified,8
-Xbootclasspath/p,17
2nd,3
hexadecimal,11
affect,6
guarantee,9
found,5
Dynamically,11
Thus,4
web.xml,7
Karsten,7
works,5
questions,9
Test,4
thread.We,9
language,8
helps,5
with,4
ExecutorService,15
},1
XPath,5
reference/value,15
indicate,8
pixels,6
needs,5
man,3
critical,8
Skeet,5
frustrated,10
presenters,10
2006,4
'Pass,5
fail,4
Retrieval/update,16
video,5
FutureTask,10
this.name,9
Strict,6
equivalent,10
Text,4
JACKSON,7
header,6
printer.print,13
cleaner,7
items,5
Force,5
PassByValueObjectCase1.java,27
preventions,11
FlowLayout.getHgap,18
Maven,5
dependency,10
recently,8
smarter,7
Vertical,8
Devices,7
native,6
MyType.Nested,13
Johnson,7
assign,6
visible,7
job,3
belongs,7
lt,2
bears,5
answered,8
quick,5
aDog,4
Classes,7
Integrate,9
non-delimiter,13
sounds,6
reverse,7
lives,5
Files,5
passing,7
character-by-character,22
getFavoriteMusicShows,21
40,2
unfortunately,13
Simple,6
bypass,6
iterator,8
intArray,8
u,1
list,4
Object,6
check,5
build,5
Values,6
deprecated,10
FinancesApiBuilder,18
thrown.The,10
ahead,5
others-,7
lead,4
currently,9
weather,7
documents,9
Select,6
nextType,8
quiet,5
<,1
reflect,7
child,5
arguing,7
threw,5
rare,4
pool,4
intuition,9
libraries,9
subclass,8
evidence,8
spare,5
2005,4
selected,8
OSR,3
valid,5
doing,5
your,4
operators,9
+,1
requirement,11
annotation,10
Dotted,6
warmup-phase,12
realistically,13
percentages,11
Methods,7
13,2
eachJPanel,10
believe,7
either,6
Down-sides,10
ALWAYS,6
influence,9
aliases,7
consumeconsiderable,19
obtain,6
availability,12
9th,3
percentage,10
writing,7
represents,10
Even,4
straightforward,15
unless,6
originating,11
patterns,8
view,4
inference,9
inefficient,11
exact,5
path,4
'Invalidate,11
absolutely,10
which,5
presentation,12
stock,5
layer,5
simple,6
turns,5
well-identified,15
Warning,7
de-serialisation,16
referred,8
impossible,10
expression,10
One,3
lets,4
send,4
Want,4
Spring,6
avoids,6
non,3
nomenclature,12
balloon,7
NullLayout,10
Consequences,12
possibilities,13
json,4
bits,4
website,7
runnables,9
exactly,7
post-validate,13
clients,7
Duck,4
tells,5
carefully,9
column,6
EAX,3
equalsIgnoreCase,16
expressive,10
here,4
hex,3
modifyReference,15
object,6
Auther.java:25,14
follows,7
stops,5
listed,6
contain,7
JMenuItems,10
chronological,13
pattern,7
kinds,5
Sonar,5
parameters,10
allows,6
Stick,5
dialogs,7
IP,2
ANR,3
illusions,9
free-floating,13
Rule,4
change/modify,13
Caliper,7
defacto,7
explanations,12
JMH,3
dereference,11
facility,8
clearify,8
friend,6
Pascal,6
Kotlin,6
:,1
Components,10
LOG,3
collected,9
maintainers,11
==============,14
Life,4
getting,7
beginners,9
user_view_dialog.xml,20
Recompiling,11
might,5
max,3
real-time,9
package,7
UCSD,4
HanlerThread,12
starts,6
play,4
return,6
hisName,7
languages,9
stick,5
means,5
holes,5
tackling,8
JSR-353,7
Performance,11
//mvnrepository.com/artifact/org.json/json,42
Obviously,9
comprehensive,13
Facelets,8
drawAll,7
.NET,4
tips,4
spawns,6
Raw,3
14,2
!,1
that,4
array,5
awesome,7
b.,2
JSF,3
increments,10
designing,9
conversation,12
Yes,3
both,4
lends,5
represent,9
Horizontal,10
THAT,4
latency,7
At,2
tld,3
constructor,11
corrections,11
bullet,6
E7,2
However,7
halfway,7
contribute,10
limited,7
times.Let,9
contributing,12
Right,5
Have,4
Do,2
posts,5
'pass-by-value,14
ineffective,11
frames,6
decided,7
Spec,4
aDog.getName,12
vertical,8
deserialization,15
highlight,9
WEB-INF/tags,12
Dialog,6
ships,5
54,2
22,2
short-term,10
field,5
org.json,8
known,5
Disable,7
high,4
MDI,3
Directly,8
want,4
stores,6
possibly,8
CPU,3
Despite,7
invalid,7
produces,8
my,2
best,4
overrides,9
interact,8
hashcode,8
trained,7
disable,7
bad,3
devs,4
Changing,8
solely,6
avoided,7
x.x.x,5
SQLException,12
series,6
Simply,6
codes,5
\desktop\abc.txt,16
kernel,6
viewers,7
brace,5
onto,4
same,4
stopped.,8
idiomatic,9
WORK,4
internationalisation,20
11,2
ArrayIndexOutOfBoundsException,30
Any,3
reads,5
Privacy,7
impression,10
unespecified,12
intimidating,12
especially,10
numerical,9
LOGCAT,6
demuddle,8
Is,2
accidentally,12
DeclaratorId,12
minimize,8
signature,9
passes,6
she,3
giving,6
got,3
object-sharing,14
mixed,5
something,9
mentioning,10
pom.xml,7
12,2
manage,6
I/O,3
AsyncTask,9
enforcetype,11
P.S,3
or,2
GUI,3
tool,4
devoted,7
index,5
But,3
CSS,3
SpringLayout,12
2020.10.19.37839,16
Project,7
raw-type,8
JavaBean,8
Back,4
FastJson,8
123hd7h,7
ugly,4
concurrent,10
instanceof,10
cartoons,8
User,4
correction,10
properties,10
periods,7
Assign,6
Another,7
please,6
miss,4
authors,7
setter,6
micro-benchmark,15
DOES,4
occurrence,10
covering,8
fragment,8
input.nextLine,14
B,1
easier,6
activities,10
ago,3
odd,3
section,7
manipulation,12
Best,4
master,6
sources,7
Embed,5
mTextView.setText,17
speaking,8
12345678,8
replace,7
schedulers,10
java.net,8
takes,5
adjust,6
Goetz,5
reliable,8
executing,9
tutorial,8
apparently,10
initially,9
copys,5
crash,5
system,6
implements,10
polished,8
Therefore,9
containing,10
good,4
permissions,11
children,8
suggestions,11
zero,4
JInternalFrames,15
PendingIntent,13
abolished,9
encapsulate,11
allow,5
designers,9
fashion,7
deserializers,13
median-value,12
revised,7
From,4
webservice,10
64GB,4
define,6
fine-grained,12
Ways,4
rxJava,6
iterates,8
component,9
database,8
versions,8
complexity,10
Liskov,6
calculate,9
typeless,8
serialization,13
implicit,8
Set,3
taskbar,7
specific,8
equality,8
Running,7
binds,5
capture,7
Starting,8
meaningless,11
adopt,5
device,6
234,3
description,11
hgap,4
networking,10
statement,9
certainly,9
information,11
When,4
Always,6
correctly,9
reputable,9
Arrays.deepToString,19
Schedulers.io,13
Benchmark,9
incomplete,10
paths,5
validation,10
presents,8
meaningful,10
JsonArray,9
Identify,8
images,6
Convert,7
Service,7
RSS,3
ObjectMapper,12
flow,4
Stacktraces/Exceptions,22
Lee,3
understandability,17
practices,9
JavaDocs,8
jsonschema2pojo.org,19
continues,9
die,3
theories,8
msysmilu,8
'Stack,6
s2,2
lesson,6
Saves,5
usage,5
Observe,7
unanticipated,13
File,4
layout,6
inn,3
infact,6
introduced,10
//docs.oracle.com/javase/tutorial/uiswing/layout/using.html,59
situations,10
whitespaces,11
Finally,7
Absolutely,10
'nowhere,8
successful,10
Code,4
Throwable,9
rescue,6
getPreferred|Maximum|Minimum,28
populate,8
tries,5
Java,4
constructed,11
frames/single,13
Expression,10
prevented,9
blogging,8
alt+6,5
developer,9
structured,10
disconnect,10
IDEs,4
juggling,8
unsafe,6
come,4
increment,9
accept,6
mistake,7
question,8
hierarchy,9
preferred,9
client,6
Unlike,6
library,7
forming,7
simpler,7
duplicate,9
horizontal,10
flag,4
stopthe,7
red,3
intern,6
FlowLayout,10
details,7
occurred,8
downloads,9
Frame,5
AppDebug,8
adapted,7
'deficiency,11
chapter,7
BorderLayout.setHgap,20
Next,4
He,2
print,5
maintain,8
e,1
decodes,7
the,3
sc,2
28a418fc,8
entering,8
displays,8
Suppliers,9
'ArrayIndexOutOfBoundsException,31
postprocess,11
1974,4
cc,2
similar,7
specifically,12
Done,4
10385c1,7
warn,4
mutable,7
This,4
e.g,3
dynamic,7
type-safety,11
Last,4
n-1,3
recomend,8
a.k.a,5
able,4
layers,6
any,3
an,2
Scripting,9
jsoniterator,12
Hopefully,9
org.apache.commons.lang3.StringUtils.join,41
myObject,8
address,7
states,6
override,8
SerializedName,14
million,7
wife,4
API,3
animal,6
Mary,4
interpretation,14
3.10.5-1,8
Handle,6
.They,5
use.You,7
escapes,7
16,2
describes,9
characters,10
continue,8
standard,8
during,6
Lentzsch,8
myself,6
Editor,6
hours,5
Download,8
couple,6
helpful,7
BoxLayout,9
due,3
Popular,7
parent-type,11
tweaked,7
Executor,8
everytime,9
birth,5
B.,2
GridLayout.setHgap,18
java.nio,8
thread/UI,9
hints,5
SDK,3
grid,4
do,2
measured,8
mechanism,9
cause,5
driving,7
sure,4
Specs,5
accuracy,8
count,5
me,2
setMinimumSize,14
build.gradle,12
download,8
old,3
Guava,5
MVC,3
overwhelming,12
percent,7
byte,4
com.foo.Person,14
keyword,7
EDIT,4
success,7
Are,3
According,9
tocreate,8
arbitrary,9
Scanner.nextInt,15
cast,4
holy,4
urban,5
AsyncTaskLoader,15
his,3
see,3
MyType,6
invariance,10
Lang,4
statements,10
Why,3
ordinary,8
be,2
tom,3
great,5
making,6
JPanels,7
Core,4
sake,4
Take,4
primary,7
SAP,3
changing,8
4.1.2,5
cant,4
least,5
className,9
s,1
abc.txt,7
1.4,3
SDI,3
mode-pass,9
values,6
began,5
functionality,13
root,4
System.out,10
escapeXml,9
reset,5
Java/JSP/JSTL/EL/whatever,25
prematurely,11
Objects,7
ArrayIndexOutOfBoundsExceptions,31
primitives,10
community,9
BBB,3
reporting,9
modifie,7
consider,8
benefit,7
constraints,11
Angular,7
separates,9
controlling,11
power,5
extensions,10
executed,8
thrown,6
careful,7
symbol,6
sole,4
optimized,9
Single-Document,15
topic,5
utilisation,11
Did,3
Live,4
mentioned,9
improve,7
logcat,6
resulting,9
ripping,7
different,9
clearly,7
safety,6
sense,5
collects,8
changevalue,11
willing,7
sets,4
vertically,10
'pass,5
AsyncHTTPClient,15
contributions,13
includes,8
str2,4
Definitely,10
stacktrace,10
deliver,7
kill,4
Looping,7
resides,7
pixel,5
restrict,8
Micro,5
WindowBuilder,13
being,5
precedes,8
decisions,9
c.,2
Box.createVerticalGlue,22
step,4
Processing,10
working,7
literally,9
logview,7
Multiple,8
tree,4
ends,4
relented,8
Prints,6
notifies,8
measurements,12
yes,3
available,9
handles,7
parametrized,12
error-page,10
party,5
sentence,8
JSP,3
gist,4
ArrayIndexOutOfBounds,21
belonging,9
days,4
System.in,9
moves,5
A,1
Path,4
reduce,6
apps,4
uppercase,9
edit,4
23,2
overall,7
provide,7
SOLVED,6
devices,7
editors,7
HERE,4
compares,8
jayway,6
omitted,7
======================,22
Window,6
C,1
1.2,3
REST,4
occured,7
browser,7
simplified,10
ints,4
//download.eclipse.org/eclipse/updates/4.9-P-builds,51
txt,3
enforced,8
less-or-more,12
performance,11
substituted,11
Versus,6
Standard,8
20~21,5
four,4
content,7
JayWay,6
even,4
supertype,9
directed,8
underline,9
bug,3
Literals,8
common,6
Particularly,12
minimum,7
else,4
notify,6
offered,7
sharing,7
theory,6
crux,4
succeeds,8
JAR,3
sides,5
./lib/logview.jar,17
resisted,8
Row,3
System.out.prtinln,18
specialized,11
AAA,3
fit,3
enormous,8
regarding,9
fix,3
attribute,9
milliseconds,12
acknowledge,11
tools,5
few,3
harnessing,10
services,8
Thymeleaf,9
Linux,5
somebody,8
exchange,8
save,4
short,5
anotherReferenceToTheSamePersonObject,37
rather,6
overridden,10
strict,6
shout,5
Bill,4
Testing,7
mostly,6
leaks,5
frameworks,10
duplicates,10
to/from,7
Intel,5
dependant,9
Using,5
to,2
internally,10
Redefining,10
rx-java,7
minor,5
considered,10
descend,7
released,8
Arnold,6
Esko,4
String,6
bytes,5
setup,5
former,6
consists,8
grab,4
pascal,6
GridLayout.setVgap,18
diagnosing,10
go,2
exceptions,10
Person,6
never,5
combination,11
table,5
hashCode,8
JTextField,10
usually,7
is-a,4
LF,2
Warm,4
StringBuilder,13
determine,9
reasons,7
document,8
Close,5
advice,6
?,1
ArrayUtils.toString,19
hope,4
Reference,9
query,5
results,7
Rather,6
Scriptlets,10
should,6
Manipulated,11
importantly,11
Lists,5
1,1
generating,10
Their,5
Product,7
bet,3
Reader,6
shows,5
AndroidMainifest,16
filters,7
choosing,8
map,3
Ref2Foo,7
arguments,9
i.e,3
touch,5
throw,5
filling,7
someone,7
FlowLayout.getVgap,18
increase,8
've,3
contracts,9
RohitJain,9
serialize,9
FormLayout,10
alt+inset,9
context,7
250,3
PRIMITIVES,10
proportions,11
contractor,10
nice,4
bendicott,9
brittle,7
ImageFetch.java,15
//square.github.io/picasso/,27
8.,2
confuse,7
body,4
chars,5
consequences,12
not,3
To,2
progress,8
initializations,15
snippets,8
Firebase,8
call-by-reference,17
enter,5
phase,5
genson,6
measure,7
freely,6
history,7
And,3
paper,5
school,6
i.e.,4
foo=new,7
jdk,3
war,3
suspect,7
what,4
called,6
empty-like,10
noticed,7
unique,6
English,7
Nothing,7
time.Go,7
5-10,4
[,1
collect/analyze,15
leads,5
outcome,7
array1,6
AsyncTaskLoaders,16
stretched,9
GridBagConstraints.insets,25
although,8
pasting,7
MyString,8
demonstrate,11
files,5
Machine,7
secondNumber,12
reader,6
Maintainability,15
benchmarks,10
UTF-8,5
harness,7
interaction,11
begin,5
pre,3
resized,7
samples,7
Whereas,7
Joel,4
screen,6
novice,6
Locate,6
Successfully,12
service,7
setToNil,8
default,7
mean,4
context.xml,11
subject,7
posting,7
gc,2
XML,3
framework,9
TurboBoost,10
'white,6
redisplaying,12
maintained,10
simplify,8
use-case,8
reassigning,11
creating,8
connected,9
architectural,13
ebook,5
jgoodies,8
minimal-json,12
transform,9
4.5,3
but,3
java.util.Scanner,17
program,7
null,4
ObjectType,10
put,3
structuring,11
thread,6
Version,7
star,4
More,4
ways,4
JDK1.8,6
opinions,8
track,5
Pass-by-value,13
actions,7
num2=321,8
primitive,9
Compile,7
//source.android.com/devices/tech/debug,39
Common,6
in,2
principles,10
IO,2
thing,5
personal,8
throughput,10
after,5
shorter,7
tried,5
chaff,5
hair,4
ideally,7
List,4
Array,5
Java-esque,10
allowed,7
prevent,7
likely,6
in-line,7
Click,5
internet,8
satisfy,7
broad,5
child2,6
used,4
mammals,7
consumer,8
ScheduledThreadPoolExecutor,27
2007,4
post,4
seemingly,9
completely,10
crucial,7
final,5
parallel,8
representing,12
abstracted,10
task,4
understood,10
JFrame.pack,11
speaks,6
Desktop,7
pack/unpack,11
reflected,9
sample,6
compile,7
forgot,6
pre-generics,12
raise,5
bigger,6
together,8
Cat,3
transaction,11
badly,5
area,4
has,3
discussed,9
Technically,11
Your,4
would,5
transforms,10
Think,5
keeps,5
seeing,6
Pools,5
locally,7
break,5
annotations,11
end-users,9
nobody,6
wide,4
unfamiliar,10
bugs,4
types.Why,9
noise,5
reported,8
debate,6
pass-by-value.Unfortunately,27
Handler,7
offending,9
scanning,8
delimiter,9
onBackPressed,13
interfaces,10
solid,5
CardLayout,10
core,4
Getting,7
checking,8
does,4
switch,6
Add,3
JsonNode,8
modifies,8
reifiable,9
Further,7
concrete,8
drop,4
perform,7
non-static,10
Reusability,11
event-based,11
s1,2
network,7
Object.toString,15
–,1
Sun,3
ion,3
comparisons,11
our,3
scroll,6
serious,7
interns,7
Establish,9
reverseArray,12
Overflow,8
pitfalls,8
bufferedReader,14
latest,6
primitive-type,14
modeless,8
etc.,4
alternate,9
structures,10
tons,4
BANG,4
source-,7
inherit,7
movable,7
opensource,10
resume,6
stop,4
value,5
frame,5
Component,9
2020,4
restart,7
mt,2
CPUs,4
Vanilla,7
vs.,3
efficient,9
hand,4
deals,5
too,3
covariant,9
keeping,7
Change,6
Exception,9
for,3
flexible,8
confront,8
concise,7
by-sa,5
incorrect,9
JPanelor,8
cut,3
Proably,7
DOCS,4
local,5
ask,3
Features,8
semicolon,9
Canvases,8
Tell,4
Fido,4
location,8
formal,6
optimizations,13
reference.Finally,17
course,6
meaning,7
debugger,8
appends,7
super-helpful,13
constructs,10
dangerous,9
Regards,7
9,1
covered,7
fromJson,8
bean.method,11
//stackoverflow.com/a/42899766/1024412,38
GPS,3
traversing,10
namely,6
ADB,3
events,6
BEFORE,6
complete,8
checkout,8
modify,6
readable,8
AndroidStudio,13
equals,6
Bad,3
javac,5
handled,7
will,4
Automatically,13
code/logic,10
disconnecting,13
'in,3
Coroutines,10
0x100234,8
FILO,4
Mechanisms,10
Likewise,8
practical,9
UI,2
Jframes,7
specify,7
https,5
interfere,9
makers,6
conversion,10
pointers,8
1986,4
Normal,6
answers,7
happily,7
throwing,8
Specifications,14
replaces,8
drove,5
Annotations,11
issues,6
sections,8
editing,7
value-and,9
coupling,8
application,11
Intent,6
times,5
people,6
intervals,9
android.os.NetworkOnMainThreadException,39
cached,6
freedom,7
Eclipse,7
Alternatively,13
carries,7
utility,7
frame/multiple,14
BorderLayoutManager,19
guy,3
Activity,8
mTextView,9
wrapp,5
add,3
raised,6
Hashmap,7
Stack,5
Log,3
declared,8
Bar,3
TrumpIsPresidentException,25
position,8
make,4
entry,5
N-1,3
models,6
basic,5
Stream.collect,14
notified,8
rows,4
*,1
Popup,5
compatible,10
oncreate,8
Submit,6
Microsoft,9
desired,7
taglibs,7
longer,6
MessageQueue,12
bothered,8
gone,4
onCreate,8
this,4
later,5
bordersof,9
learn,5
concept,7
obscure,7
exists,6
sensitivity,11
why,3
Andrew,6
better,6
limitation,10
consumed,8
eachother,9
auto,4
macros,6
absolute,8
s.,2
string1,7
delimiters,10
Integer,7
",2D",3
refer,5
display,7
com.koushikdutta.ion,20
behave,6
resorting,9
main,4
Naturally,9
initialize,10
counter++,9
Runnable,8
lines,5
clearing,8
feature,7
That,4
elements,8
problems,8
An,2
somewhere,9
'S,2
hangs,5
omnipresent,11
java.io.InputStream,19
disabled,8
EmptyBorder,11
Oracle,6
ZPT,3
settles,7
procedure,9
c++,3
upto,4
calling,7
development.Make,16
Vaadin,6
background,10
-1,2
place,5
vice,4
disallowed,10
bottem,6
WebContent,10
well,4
JSPs,4
StackOverflow,13
